question_id,question_text,parent_question,item,years,num_years,response_alternatives,num_responses,should_group_with,notes
13091,alkoholkonsumtion problem ohälsa och missbruk - i den kommun där du bor,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13092,alkoholkonsumtion problem ohälsa och missbruk - i sverige,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13093,alkoholkonsumtion problem olycksfall och ansvarslöst beteende - för dig själv och dina närmaste,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13094,alkoholkonsumtion problem olycksfall och ansvarslöst beteende - i sverige,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13095,alkoholkonsumtion problem olycksfall och ansvarslöst beteende-i den kommun där du bor,alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13096,"alkoholkonsumtion problem våld, kriminalitet och otrygghet - för dig själv och dina närmaste",alkoholkonsumtion problem,,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
17083,alkoholkonsumtionens konsekvenser överväger? för dig personligen,alkoholkonsumtionens konsekvenser överväger,,2023,1,-3=Negativa konsekvenser överväger kraftigt | -2 | -1 | 0 | +1 | +2 | +3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
17084,alkoholkonsumtionens konsekvenser överväger? för samhället,alkoholkonsumtionens konsekvenser överväger,,2023,1,-3=Negativa konsekvenser överväger kraftigt | -2 | -1 | 0 | +1 | +2 | +3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
17087,alkoholkonsumtionens konsekvenser överväger? för samhället,,,2023,1,-3=Negativa konsekvenser överväger kraftigt | -2 | -1 | 0 | +1 | +2 | +3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
13969,alkoholkonsumtionens positiva eller negativa konsekvenser överväger - för dig personligen,,,"2016, 2017",2,-3=Negativa konsekvenser överväger kraftigt | -2 | -3 | 0 | 1 | 2 | 3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
13967,alkoholkonsumtionens positiva eller negativa konsekvenser överväger - för dig personligen,alkoholkonsumtionens positiva eller negativa konsekvenser överväger,,"2016, 2017",2,-3=Negativa konsekvenser överväger kraftigt | -2 | -3 | 0 | 1 | 2 | 3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
13968,alkoholkonsumtionens positiva eller negativa konsekvenser överväger - för samhället,alkoholkonsumtionens positiva eller negativa konsekvenser överväger,,"2016, 2017",2,-3=Negativa konsekvenser överväger kraftigt | -2 | -3 | 0 | 1 | 2 | 3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
12972,alkoholkonsumtionens positiva eller negativa konsekvenser överväger? för dig personligen,alkoholkonsumtionens positiva eller negativa konsekvenser överväger,,"2014, 2015",2,-3=Negativa konsekvenser överväger kraftigt | -2 | -1 | 0 | +1 | +2 | +3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
12973,alkoholkonsumtionens positiva eller negativa konsekvenser överväger? för samhället,alkoholkonsumtionens positiva eller negativa konsekvenser överväger,,"2014, 2015",2,-3=Negativa konsekvenser överväger kraftigt | -2 | -1 | 0 | +1 | +2 | +3=Positiva konsekvenser överväger kraftigt | Ingen uppfattning,8,,
2655,allmänna intryck - plus,,,"1997, 2004, 2005, 2006, 2007, 2008, 2010, 2011",8,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
10914,allmänna intryck - svt b barnkanalen,,,2010,1,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
7009,allmänna intryck - svt/ur kunskapskanalen,,,"2004, 2006, 2012",3,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
10912,#NAMN?,allmänna intryck,,2010,1,öppen fråga,1,,
2653,allmänna intryck - plus,allmänna intryck,,"1997, 2003, 2004, 2005, 2006, 2010",6,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
7007,allmänna intryck - svt/ur kunskapskanalen,allmänna intryck,,"2004, 2005, 2010",3,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
11523,aarsmod årsmodell på hushållets bil,allmänt gillar resp. ogillar internationella ledare,,2011,1,Nej | Ja | Frågan ej ställd,3,,
11524,abok transkriberat svar,allmänt gillar resp. ogillar internationella ledare,,2011,1,ÅFrågan ej ställdÖ,1,,
11525,allmänt gillar resp. ogillar internationella ledare angela merkel,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11526,allmänt gillar resp. ogillar internationella ledare ban ki-moon,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11527,allmänt gillar resp. ogillar internationella ledare barack obama,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11528,allmänt gillar resp. ogillar internationella ledare catherine ashton,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11529,allmänt gillar resp. ogillar internationella ledare herman van rompuy,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11530,allmänt gillar resp. ogillar internationella ledare jens stoltenberg,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11531,allmänt gillar resp. ogillar internationella ledare silvio berlusconi,allmänt gillar resp. ogillar internationella ledare,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
10107,allmänt intresse sport,,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10108,allmänt intresse utseende/kroppsvård,,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10091,aarsmod hushållets bil årsmodell,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10092,allmänt hälsotillstånd,allmänt intresse,,2009,1,0 = Mycket dåligt | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket gott,11,,
10093,allmänt intresse ekonomi,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10094,allmänt intresse heminredning,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10095,allmänt intresse hälsa/medicin,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10096,allmänt intresse kultur,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10097,allmänt intresse kändisar,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10098,allmänt intresse lokalsamhället,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10099,allmänt intresse matlagning,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10100,allmänt intresse miljöfrågor,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10101,allmänt intresse mode/kläder,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10102,allmänt intresse natur och friluftsliv,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10103,allmänt intresse ny teknik,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10104,allmänt intresse nöje/underhållning,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10105,allmänt intresse resor,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
10106,allmänt intresse shopping/gå i affärer,allmänt intresse,,2009,1,0 = Inte alls intresserad | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 = Mycket intresserad,11,,
6939,allmänt intryck - svt barnkanalen,,,"2004, 2005",2,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
11542,allmänt intryck av tv-kanal - tv4,,,2011,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
11532,allmänt gillar resp. ogillar internationella ledare tarja halonen,allmänt intryck av tv-kanal,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11533,allmänt gillar resp. ogillar internationella ledare vladimir putin,allmänt intryck av tv-kanal,,2011,1,Ogillar starkt (-5) | (-4) | (-3) | (-2) | (-1) | Varken gillar eller ogillar (0) | (+1) | (+2) | (+3) | (+4) | Gillar starkt (+5) | Personen är okänd för mig,12,,
11534,allmänt intryck av tv-kanal - kanal,allmänt intryck av tv-kanal,,2011,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
11535,allmänt intryck av tv-kanal - kunskapskanalen (svt/ur),allmänt intryck av tv-kanal,,2011,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
11536,allmänt intryck av tv-kanal - plus,allmänt intryck av tv-kanal,,2011,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
11537,allmänt intryck av tv-kanal - svt1,allmänt intryck av tv-kanal,,2011,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
11538,allmänt intryck av tv-kanal - svt2,allmänt intryck av tv-kanal,,2011,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
11539,allmänt intryck av tv-kanal - svt24,allmänt intryck av tv-kanal,,2011,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
11540,allmänt intryck av tv-kanal - svtb barnkanalen,allmänt intryck av tv-kanal,,2011,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
11541,allmänt intryck av tv-kanal - tv3,allmänt intryck av tv-kanal,,2011,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
1979,allmänt intryck av - femman (tv 5),allmänt intryck av,,"1994, 1995, 1996",3,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
1980,allmänt intryck av - femman (tv 5),allmänt intryck av,,"1994, 1995, 1996",3,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
1507,allmänt intryck av - tv 5 nordic,allmänt intryck av,,"1992, 1993",2,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
3129,allmänt intryck tv8,,,"1998, 2000, 2002",3,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
6937,allmänt intryck - svt barnkanalen,allmänt intryck,,"2004, 2005",2,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
5749,allmänt intryck - viasat nature/action,allmänt intryck,,"2002, 2003, 2004, 2005",4,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
3127,allmänt intryck tv8,allmänt intryck,,"1998, 1999, 2000, 2001, 2002",5,Mycket positivt | Ganska positivt | Varken positivt eller negativt | Ganska negativt | Mycket negativt | Ingen uppfattning,6,,
15149,"allmänt sett, går utvecklingen i sverige åt rätt eller fel håll",,,"2016, 2017, 2018, 2019, 2020, 2021, 2023, 2024",8,Åt rätt håll | Åt fel håll | Ingen uppfattning,3,,
15150,"allmänt sett, hur nöjd med demokratin i sverige",,,2019,1,Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd,4,,
14811,"allmänt sett, hur nöjd är du med det sätt på vilket demokratin fungerar i sverige",,,"2018, 2020, 2021, 2022",4,Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd,4,,
13566,"allmänt sett, hur nöjd är du med dina vänskapsrelationer",,,2015,1,Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd,4,,
15488,"allmänt sett, hur stort förtroende har du för svenska myndigheter",,,"2020, 2021, 2022, 2023, 2024",5,Mycket stort förtroende | Ganska stort förtroende | Ganska litet förtroende | Mycket litet förtroende,4,,
14838,"allmänt sett, hur stort förtroende har du för svenska nyhetsmedier",,,"2018, 2019, 2020, 2021, 2022, 2023, 2024",7,Mycket stort förtroende | Ganska stort förtroende | Ganska litet förtroende | Mycket litet förtroende,4,,
3191,"allmänt sett, hur stort förtroende har du för svenska politiker",,,"1998, 2005, 2009, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",13,Mycket stort förtroende | Ganska stort förtroende | Ganska litet förtroende | Mycket litet förtroende,4,,
9002,"allmänt sett, hur är ditt självförtroende",,,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016",10,0=Mycket dåligt | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10=Mycket bra,11,,
16944,"allmänt sett, nöjd med det sätt på vilket demokratin fungerar i sverige",,,"2023, 2024",2,Mycket nöjd | Ganska nöjd | Inte särskilt nöjd | Inte alls nöjd,4,,
13567,"allmänt sett, vilken är din inställning till den så kallade decemberöverenskommelsen",,,2015,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning | Känner ej till överenskommelsen,7,,
16945,"allmänt sett, vilken är din inställning till det så kallade tidö-avtalet",,,"2023, 2024",2,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning | Jag känner ej till avtalet,7,,
9006,"allmänt sett, vilken är din inställning till eu",,,"2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024",18,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
15517,"allmänt sett, vilken är din inställning till följande energikällor? kärnkraft","allmänt sett, vilken är din inställning till följande energikällor",,2020,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
15518,"allmänt sett, vilken är din inställning till följande energikällor? vattenkraft","allmänt sett, vilken är din inställning till följande energikällor",,2020,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
15519,"allmänt sett, vilken är din inställning till följande energikällor? vindkraft","allmänt sett, vilken är din inställning till följande energikällor",,2020,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
15520,"allmänt sett, vilken är din inställning till följande energikällor? kärnkraft",,,2020,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
16466,"allmänt sett, vilken är din inställning till nato",,,"2022, 2023, 2024",3,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
14164,"allmänt sett, vilken är din inställning till religion",,,2016,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ,5,,
14167,"allmänt sett, vilken är din inställning till religion",,,2016,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ,5,,
16100,"allmänt sett, vilken är din inställning till usa",,,2021,1,Mycket positiv | Ganska positiv | Varken positiv eller negativ | Ganska negativ | Mycket negativ | Ingen uppfattning,6,,
2677,allt har blivit så dyrt att pengarna inte räcker till,,,1997,1,Ja | Nej,2,,
2679,allt har blivit så dyrt att pengarna inte räcker till,,,1997,1,Ja | Nej,2,,
14165,allt mindre av samhällets resurser går till att tillgodose äldres behov,,,2016,1,1=Helt felaktigt påstående | 2 | 3 | 4 | 5=Helt riktigt påstående,5,,
14168,allt mindre av samhällets resurser går till att tillgodose äldres behov,,,2016,1,1=Helt felaktigt påstående | 2 | 3 | 4 | 5=Helt riktigt påstående,5,,
13097,"alkoholkonsumtion problem våld, kriminalitet och otrygghet - i den kommun där du bor","allvarlig olycka skulle drabba samhället där du bor, hur bra skulle följande vara för att varna dig",,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
13098,"alkoholkonsumtion problem våld, kriminalitet och otrygghet - i sverige","allvarlig olycka skulle drabba samhället där du bor, hur bra skulle följande vara för att varna dig",,2014,1,1=Inget problem alls | 2 | 3 | 4 | 5=Mycket stort problem | Ingen uppfattning,6,,
